Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
Makaira Kitchen And Bar,pune,"Wakad, Pune",Multicuisine,₹1200 for two,4.0
Arabian Mandi,pune,"Kondhwa, Pune",Arabian,₹1200 for two,3.0
Halloumi- Lebanese Kitchen And Bakehouse,pune,"Kalyani Nagar, Pune",Lebanese,₹1000 for two,3.7
Mogra Veg,pune,"Bibwewadi , Pune",Multicuisine,₹1000 for two,5.0
FulFil,pune,"Mariplex Mall, Kalyani Nagar","Multicuisine, Barbeque",₹1000 for two,4.5
Cafe Ekaant,pune,"Kalyani Nagar, Pune",Continental,₹1200 for two,4.5
Zyzzyva,pune,"Magarpatta, Pune",Multicuisine,₹1500 for two,4.2
The Bake House,pune,Hyatt Regency Pune,"Indian, Western",₹1000 for two,4.0
Cafe Buddy's Espresso,pune,"Kharadi, Pune","Coffee and Tea, Cafe",₹700 for two,4.0
Velora- The Rooftop,pune,"Kondhwa, Pune",Multicuisine,₹2500 for two,4.0
Barrio Roof Top Kitchen And Bar,pune,"Pimple Saudagar, Pune",Multicuisine,₹1600 for two,3.8
Mutuswami Cafe,pune,"Ramee Grand, Pune",South Indian,₹500 for two,4.3
Swadeep Restaurant,pune,"Talwade, Pune",Multicuisine,₹600 for two,4.0
Earth Houz,pune,"Kondhwa, Pune","Indian, North Indian",₹1000 for two,4.4
Angaar,pune,"Balewadi, Pune",Mughlai,₹800 for two,4.3
Lavanya Veg Restaurant,pune,"NIBM Road, Pune",Multicuisine,₹450 for two,3.6
Atithi Veg,pune,"Law College Road, Pune",Multicuisine,₹1000 for two,3.0
La Belle Resto Bar,pune,"Hinjawadi, Pune",Multicuisine,₹1000 for two,4.0
Azzurro,pune,"Wakad, Pune",Multicuisine,₹1200 for two,4.0
The Voyage Cafe,pune,"Koregaon Park, Pune",Continental,₹1000 for two,4.9
Atithi Pure Veg,pune,"Parvati Paytha, Pune",Multicuisine,₹1000 for two,4.5
Jamie's Pizzeria By Jamie Oliver,pune,"The Pavillion, Senapati Bapat Road",Italian,₹2000 for two,4.0
Baraza Beer Garden,pune,"Pubtown, Pune",Multicuisine,₹2000 for two,4.3
Coffee Island,pune,"Amanora Mall, Hadapsar","Coffee, European",₹1000 for two,5.0
Azu Bar,pune,"Bhosari, Pune",Multicuisine,₹1500 for two,4.0
The Irish House,pune,"Phoenix Mall of the Millennium, Wakad",Multicuisine,₹2500 for two,5.0
Dorf Brewhouse,pune,"Baner, Pune",Multicuisine,₹2000 for two,4.0
Mix,pune,"Royal Orchid Central, Pune",Multicuisine,₹1300 for two,4.0
Sky Deck,pune,"Chinchwad, Pune",Multicuisine,₹1200 for two,2.7
Spring Onion,pune,"Hinjawadi, Pune",Asian,₹1000 for two,5.0
Cha Cha Cha,pune,"Phoenix Market City, Viman Nagar",Pan Asian,₹600 for two,4.3
Amara Multicuisine Restaurant,pune,"Mundhwa, Pune",Multicuisine,₹1000 for two,5.0
Wah! Marathi,pune,"Seasons Mall, Magarpatta",Maharashtrian,₹1500 for two,4.5
Masala Mehfil,pune,"Baner, Pune","Maharashtrian, North Indian",₹1200 for two,5.0
De Kettle,pune,"Mohammed Wadi, Pune","Burgers, Sandwiches, Fast Food",₹500 for two,4.0
Spice And Spirits,pune,"Baner, Pune",Multicuisine,₹1500 for two,4.0
Rajdhani Thali Restaurant,pune,"Viman Nagar, Pune","Rajasthani, Gujarati",₹1200 for two,4.3
Arthur’s Theme,pune,"Kharadi, Pune","European, Indian",₹1500 for two,5.0
The Sky Dine,pune,"Viman Nagar, Pune","Chinese, North Indian",₹1000 for two,3.0
The Leo Bar & Kitchen,pune,"Hinjawadi, Pune",Multicuisine,₹1300 for two,4.0
Nakhra - Indian Kitchen & Bar,pune,"Aundh, Pune",North Indian,₹1500 for two,4.5
Single Malt & Co.,pune,Hyatt Regency Pune,Cocktail Menu,₹2000 for two,4.4
Chinar - With Love From Kashmir,pune,"Baner, Pune",Kashmiri,₹1000 for two,5.0
Flo - The Brewery,pune,"Hinjawadi, Pune","North Indian, Continental",₹1500 for two,3.7
Vega,pune,"Lulla Nagar, Pune",Multicuisine,₹1000 for two,4.0
The Waterfall Lounge,pune,"Hyatt Pune, Kalyani Nagar",French,₹1000 for two,4.0
Narrative,pune,"Mundhwa, Pune",Multicuisine,₹1200 for two,3.0
Ancient Hyderabad,pune,"Hinjawadi, Pune","Chinese, Biryani, Hyderabadi",₹1000 for two,3.0
Shreedatta Pure Veg,pune,"Hadapsar, Pune",Multicuisine,₹600 for two,4.6
Zeta,pune,Hyatt Regency Pune,Italian,₹2800 for two,4.4
Manbhavan Premium Thali,pune,"Seasons Mall, Magarpatta",North Indian,₹1200 for two,4.5
Mitra - The Quarter Bar,pune,"Baner, Pune",Multicuisine,₹1500 for two,4.0
Skylix Rooftop Lounge and Dining,pune,"Radisson Resort & Spa Lonavala, Pune",Multicuisine,₹4000 for two,4.5
Pokket Cafe,pune,"Sus, Pune",Multicuisine,₹400 for two,4.0
Rhythm Rooftop Bar And Kitchen,pune,"Pimple Saudagar, Pune",Multicuisine,₹1500 for two,2.7
Baan Tao - Exotic Oriental,pune,"Hyatt Pune, Kalyani Nagar","Chinese, Pan Asian",₹2800 for two,4.7
Springrose Restaurant & Banquets,pune,"Wakad, Pune",Multicuisine,₹1200 for two,4.8
Nook Diner Bar,pune,"Viman Nagar, Pune",Multicuisine,₹1000 for two,5.0
Meet N Eat,pune,"Kharadi, Pune",Multicuisine,₹900 for two,4.0
Bubsterr's Bar & Kitchen,pune,"Kharadi, Pune",Continental,₹1200 for two,4.0
Yin Yang Bistro,pune,"Kothrud, Pune",Multicuisine,₹1200 for two,4.3
Spice Tawa,pune,"Wakad, Pune",Seafood,₹800 for two,3.3
Spice Kitchen,pune,"Magarpatta, Pune",Multicuisine,₹800 for two,4.0
Atithi Veg,pune,"Undri, Pune",Multicuisine,₹1000 for two,3.7
Nest Feast | Veggie Restobar,pune,"Pimpri-Chinchwad, Pune","Italian, Chinese, Continental",₹1200 for two,4.0
Brawny Food Company,pune,"Viman Nagar, Pune",Healthy Food,₹400 for two,4.0
Fish Curry Rice,pune,"Sadashiv Peth, Pune",Indian,₹800 for two,5.0
Executive Tamanna Multicuisine Resto & Bar,pune,"Hinjawadi, Pune",Multicuisine,₹1400 for two,4.2
Vibe Bar & Grill,pune,"Courtyard by Marriott, Hinjewadi","Cocktail Menu, Multicuisine",₹4000 for two,4.4
Charcoal,pune,"Sus Gaon, Pune",Multicuisine,₹1500 for two,5.0
Ventana,pune,"Viman Nagar, Pune",Multicuisine,₹1300 for two,3.5
The Revolution Bar,pune,"Baner, Pune","Cocktail Menu, Multicuisine",₹1500 for two,5.0
Copa Cabana,pune,"Wakad, Pune",Multicuisine,₹1900 for two,4.3
Cheesiano Pizza,pune,"Wakad, Pune",Pizza,₹500 for two,5.0
Kothimbir Family Restaurant,pune,"Hadapsar, Pune",Multicuisine,₹400 for two,4.0
Kebab Unlimited,pune,THE HHI PUNE,Kebabs,₹1800 for two,4.3
KIKO Bar & Grill,pune,"Kyriad Hotel Pimpri, Pune","Fusion, oriental",₹1500 for two,4.7
Midori Coffee And Eatery,pune,"Baner, Pune","Continental, Coffee",₹700 for two,5.0
Savannah The garden restaurant and cafe,pune,"Shivaji Nagar, Pune",Multicuisine,₹800 for two,5.0
The Eye Club,pune,THE HHI PUNE,Multicuisine,₹1500 for two,4.1
Paul,pune,"Koregaon Park, Pune","Desserts, European, Italian",₹1200 for two,4.0
Favela,pune,"Hinjawadi, Pune","Cocktail Menu, Multicuisine",₹2000 for two,4.0
Cafe 1730,pune,"Kharadi, Pune",Multicuisine,₹1400 for two,4.3
Hard Rock Cafe,pune,"Amanora Mall, Hadapsar",Multicuisine,₹1600 for two,5.0
Terttulia,pune,"Baner, Pune","European, Asian",₹1500 for two,4.0
Ekaa Food Works,pune,"Kalyani Nagar, Pune",Indian,₹300 for two,5.0
Sarovarr A Multicuisine Restaurant,pune,"Bhugaon, Pune",Multicuisine,₹1400 for two,3.4
The Bridge & SKYE,pune,Radisson Blu Hotel Pune Kharadi,Mexican,₹1200 for two,4.0
Magic Plate- Indian Bistro,pune,"Baner, Pune",Multicuisine,₹1000 for two,4.0
Bombay Bistro,pune,"Mahalunge, Pune",Multicuisine,₹2000 for two,1.0
Pinxx- All Day Dining,pune,Regenta Central Grand Exotica Pune,Multicuisine,₹1500 for two,5.0
Marrakesh,pune,"Kalyani Nagar, Pune","Indian, Mughlai",₹1100 for two,5.0
1BHK Superbar,pune,"Baner, Pune","Cocktail Menu, Multicuisine",₹2000 for two,3.8
Rude Lounge,pune,"Viman Nagar, Pune",Multicuisine,₹1200 for two,4.0
Pizza Merrano,pune,"Moshi, Pune",Italian,₹500 for two,4.5
The Basil Deck,pune,"Satara Road, Pune",Multicuisine,₹1400 for two,4.0
Yeti And The Monk,pune,"Viman Nagar, Pune","Thai, Tibetan, Vietnamese",₹1200 for two,3.8
Curry Nirvana,pune,"Viman Nagar, Pune",Tamil Nadu,₹1000 for two,4.0
Faro - The Sky Dine,pune,"Pimpri, Pune",Multicuisine,₹1200 for two,4.0
Barista Coffee,pune,"Law College Road, Pune",Cafe,₹300 for two,5.0
Copper Chimney,pune,"Phoenix Market City, Viman Nagar",North Indian,₹1600 for two,4.3
Mambo's Lakeside Cafe,pune,"Bhugaon, Pune",Multicuisine,₹1400 for two,4.0
Paashh,pune,"Kalyani Nagar, Pune","Fusion, Continental, Bakery",₹1400 for two,4.0
"Tipsy-Bar, Beer & Eatery",pune,"Kothrud, Pune",Multicuisine,₹1200 for two,5.0
Atithi Veg,pune,"Baner, Pune",Multicuisine,₹1000 for two,4.5
Funny Cat,pune,"Ramee Grand, Pune",Multicuisine,₹1500 for two,4.4
Toss Pizzeria,pune,"Bibwewadi , Pune",Italian,₹600 for two,5.0
KKS' Kitchen Multicuisine Restaurant,pune,"Wagholi, Pune",Multicuisine,₹700 for two,3.0
The Green Spoon,pune,"Baner, Pune",Multicuisine,₹1200 for two,3.9
Kothimbir Family Restaurant,pune,"Mundhwa, Pune",Multicuisine,₹400 for two,5.0
Apna Adda,pune,"Wakad, Pune",Multicuisine,₹600 for two,4.5
The Old School Kitchen,pune,"Kharadi, Pune",Fast Food,₹550 for two,4.0
&Co.,pune,"Koregaon Park, Pune",Multicuisine,₹1700 for two,4.0
Shivlingam Veg Restaurant,pune,"Lavale, Pune",Multicuisine,₹1700 for two,4.5
Nanna's Negroni,pune,"Baner, Pune","European, Italian",₹1800 for two,4.0
Le Parc,pune,"Wakad, Pune",Multicuisine,₹1200 for two,3.9
Mourya Kitchen Bar & Banquet,pune,"Erandwane, Pune",North Indian,₹1200 for two,4.0
Fiesta By Barbeque Nation,pune,"Wakad, Pune",Multicuisine,₹1900 for two,4.5
Naan Factory,pune,"Erandwane, Pune",North Indian,₹600 for two,5.0
Aubergine,pune,Hotel Parc Estique Pune,"All Day Dining, Multicuisine",₹2000 for two,3.6
Sash Cocktail Bar & Kitchen,pune,"Viman Nagar, Pune","Cocktail Menu, Multicuisine",₹1200 for two,3.6
Gallery Cafe,pune,HYATT PLACE Pune/Hinjawadi,Multicuisine,₹2800 for two,4.2
Opel Kitchen And Bar,pune,"Wakad, Pune",Multicuisine,₹1200 for two,4.0
Salley's By Shott,pune,"Kopa Mall,Ghorpadi",Multicuisine,₹1000 for two,4.0
Two Sticks,pune,"Baner, Pune",Chinese,₹1400 for two,4.5
Lola Cafe & Bar,pune,"Lonavala, Pune",Multicuisine,₹1100 for two,4.6
The Fisherman's Wharf,pune,"Viman Nagar, Pune",Multicuisine,₹1500 for two,4.9
Hotel Sanket Inn,pune,"Wakad, Pune",Multicuisine,₹1200 for two,4.1
Chaap De Phatte,pune,"Kondhwa, Pune","North Indian, Indian",₹500 for two,5.0
Ouza Cocktail Bar,pune,"Baner, Pune",Multicuisine,₹1800 for two,5.0
High Dive,pune,Radisson Blu Hotel Pune Kharadi,Multicuisine,₹1500 for two,4.0
Kurry Leaf,pune,"Erandwane, Pune",Multicuisine,₹1200 for two,4.5
Soak,pune,Novotel Pune Nagar Road,Multicuisine,₹1800 for two,3.0
Sattva Pure,pune,"Baner, Pune",Multicuisine,₹900 for two,5.0
Hirkani,pune,"Radisson Resort & Spa Lonavala, Pune",Multicuisine,₹2800 for two,4.7
Seoul Bunsik,pune,"Viman Nagar, Pune","Indian, Korean",₹800 for two,4.0
Asilo,pune,"The Westin Pune Koregaon Park, Pune",Middle Eastern,₹2250 for two,4.2
Taco and Tequila Co,pune,"Kalyani Nagar, Pune",Mexican,₹1500 for two,4.0
Wynkk,pune,"Aundh, Pune",Multicuisine,₹1500 for two,4.5
Bharat Bhavan,pune,"Balewadi, Pune",Regional Indian,₹1900 for two,2.8
Copa De Colina,pune,"Lohegaon, Pune",Multicuisine,₹1300 for two,3.0
Basho's Restaurant & Resort,pune,"Basho Resort, Pune",North Indian,₹1200 for two,3.8
Portico,pune,"Sayaji Hotel, Pune",All Day Dining,₹1200 for two,4.5
Plateau - Kitchen & Cocktails,pune,"Viman Nagar, Pune",Indian,₹1000 for two,4.0
Aromas cafe & bistro,pune,"Baner, Pune",Cafe,₹1100 for two,4.8
K Valentina Dine And Wine,pune,"Wadgaon Budruk, Pune","Italian, Mughlai, Continental",₹1500 for two,4.0
Classio - Family Restaurant & Bar,pune,"Moshi, Pune",Multicuisine,₹1000 for two,5.0
Tryst,pune,"FC Road, Pune",Multicuisine,₹800 for two,5.0
Beer & Beans,pune,"Baner, Pune",Continental,₹1400 for two,5.0
Soch Et Latte,pune,"Viman Nagar, Pune","Cafe, Coffee",₹600 for two,5.0
Shahji's Parantha House,pune,"Wagholi, Pune",North Indian,₹1000 for two,5.0
Demitasse Coffee,pune,"Erandwane, Pune","Cafe, Fast Food",₹400 for two,5.0
Cafe Serenity,pune,"Kothrud, Pune","Beverages, Fast Food",₹750 for two,4.0
Awadh,pune,"Shivaji Nagar, Pune",Mughlai,₹1000 for two,3.0
Cafe Kathaa,pune,"FC Road, Pune",Multicuisine,₹1000 for two,4.2
Farmaaish,pune,"Viman Nagar, Pune",Multicuisine,₹1400 for two,3.8
The Terrace Bar,pune,"Hyatt Pune, Kalyani Nagar",Tapas,₹2000 for two,4.0
KONA- The Community Bar,pune,"Kothrud, Pune","European, Indian, Pan Asian",₹1200 for two,4.0
Ten Feet Underground Bar & Eatery,pune,"Pashan, Pune",Multicuisine,₹1100 for two,4.0
Brewing Bistro,pune,"Baner, Pune","Fast Food, Continental",₹600 for two,4.5
Tim Hortons,pune,"Bhosale Heights, Pune",Cafe,₹800 for two,4.5
Jalsa Restaurant and Bar,pune,"Kothrud, Pune",Multicuisine,₹1200 for two,4.9
Treat,pune,Zip By Spree Hotels Chinchwad,Multicuisine,₹1200 for two,4.0
T Lounge,pune,"The T Hotels, Pune","Seafood, Multicuisine",₹1600 for two,4.0
The Lotus Deck,pune,Hyatt Regency Pune,"Mughlai, Cocktail Menu",₹3000 for two,3.5
Azul - Brews & Bites,pune,"Viman Nagar, Pune",Multicuisine,₹800 for two,4.0
Balsam - Cafe And Kitchen,pune,"Kondhwa, Pune",Multicuisine,₹800 for two,4.0
The Green Roof,pune,"Sinhgad Road, Pune",Multicuisine,₹1000 for two,3.8
Cafe Frichley,pune,Fariyas Resorts Lonavala,Multicuisine,₹3300 for two,3.8
Elaichi,pune,"Baner, Pune",Multicuisine,₹1100 for two,4.0
Inari Bistro,pune,"Erandwane, Pune","Desserts, Fast Food",₹300 for two,4.0
Just Food Express,pune,"Katraj, Pune","Chinese, Continental, Indian",₹300 for two,4.0
Get-A-Way,pune,"NIBM Road, Pune",Ice Cream,₹300 for two,4.0
Barista,pune,"Sahakar Nagar, Pune",NA,₹500 for two,4.0
Wow! China,pune,"Kothrud, Pune",Chinese,₹400 for two,4.0
Cheesiano Pizza Cafe,pune,"Kharadi, Pune",Pizza,₹500 for two,4.0
Butter,pune,"Balewadi, Pune","European, Asian",₹2000 for two,3.8
Cafe Warm Gloves,pune,"Bibwewadi , Pune",Multicuisine,₹800 for two,5.0
Nothing Before Coffee,pune,"Kalyani Nagar, Pune",Cafe,₹300 for two,5.0
Forest Farmer Coffee Roasters,pune,"Senapati Bapat Road, Pune",Multicuisine,₹800 for two,5.0
FC Plajzaa Multicuisine Garden Resto-Bar,pune,"Hotel Ashish Plaza, Pune",Multicuisine,₹1500 for two,5.0
Blue Shack,pune,"Mundhwa, Pune",Multicuisine,₹1850 for two,5.0
Patil Wada,pune,"Kharadi, Pune",Maharashtrian,₹600 for two,5.0
Planet 9,pune,"Bavdhan, Pune",Multicuisine,₹2000 for two,3.6
Cafe Quick Stories,pune,"Salunkhe Vihar Road, Pune",Multicuisine,₹1000 for two,3.4
Mmyra Lounge,pune,"FC Road, Pune",Multicuisine,₹1600 for two,3.5
The Pizza Room,pune,"Pimpri-Chinchwad, Pune",Pizza,₹600 for two,4.0
Escada - All Day Kitchen & Bar,pune,"Viman Nagar, Pune",Multicuisine,₹1300 for two,3.8
Scout Lounge- Kitchen And Bar,pune,"Pimpri-Chinchwad, Pune",Multicuisine,₹1000 for two,4.0
Aha! Baangali,pune,"Viman Nagar, Pune",Bengali,₹1200 for two,4.0
Indian Thali House,pune,"Hinjawadi, Pune","Indian, Chinese",₹500 for two,5.0
The Irish House,pune,"Viman Nagar, Pune","Finger Food, Cocktail Menu",₹2500 for two,4.0
Tangelo,pune,"Kyriad Hotel Pimpri, Pune","Fusion, oriental",₹1500 for two,4.0
Western Hills Family Resort,pune,"Balewadi, Pune",European,₹1000 for two,4.0
Jungle Cafe,pune,"Lohegaon, Pune",Multicuisine,₹600 for two,4.0
Bramble,pune,"Amanora Mall, Hadapsar",Multicuisine,₹1200 for two,3.0
Flamingo Globally Inspired Food,pune,"Kothrud, Pune","Mexican, Asian, Continental",₹1000 for two,4.0
Congee Asian Delicacy,pune,"Viman Nagar, Pune",Multicuisine,₹1500 for two,4.0
THE NOOK,pune,"Shivaji Nagar, Pune","Cafe, European",₹1000 for two,4.0
Naughty Angel Cafe,pune,"Koregaon Park, Pune",European,₹700 for two,4.0
Largo Pizzeria,pune,"Salunkhe Vihar Road, Pune","Italian, Pizza",₹600 for two,4.0
The Grand Oasis,pune,"Viman Nagar, Pune",Multicuisine,₹1000 for two,4.0
Atithi Veg,pune,"Aundh, Pune",Multicuisine,₹1000 for two,4.0
Zuurus- Luxe Food And XO Bar,pune,"Baner, Pune",Multicuisine,₹2200 for two,4.0
7 Treats family Restaurant & Bar,pune,"Mundhwa, Pune",Multicuisine,₹1200 for two,3.8
Cafe Bay Leaf,pune,"Ramada Plaza By Wyndham Pune Hinjewadi, Pune","All Day Dining, Multicuisine",₹2000 for two,3.7
Blinque,pune,Hotel Parc Estique Pune,"Cocktail Menu, Finger Food",₹2000 for two,4.8
Pivo Garten,pune,"Mundhwa, Pune",Multicuisine,₹1200 for two,3.0
Pret A Manger,pune,"Phoenix Mall of the Millennium, Wakad",Multicuisine,₹800 for two,4.0
Aha! Baangali,pune,"Wakad, Pune",Bengali,₹1200 for two,5.0
Coffee to Cocktails Bar,pune,HYATT PLACE Pune/Hinjawadi,"Fast Food, Cocktail Menu",₹2400 for two,3.0
The Chocolate Room,pune,"Pimple Nilakh, Pune",Multicuisine,₹600 for two,4.0
Chicago Delights Pizza & Grillz,pune,"Talegaon Dabhade, Pune",Pizza,₹300 for two,4.0
Cafe Skywalkers,pune,"Wakad, Pune","Beverages, Cafe",₹600 for two,4.0
Dinero Fine Dine,pune,"Chinchwad, Pune",Multicuisine,₹1400 for two,4.0
Pind Punjab,pune,"Kharadi, Pune","Chinese, North Indian",₹700 for two,4.0
Hidden Place- The Hangout,pune,"Balewadi, Pune","Italian, Continental",₹1500 for two,3.8
Barbecue Experts,pune,"Lohegaon, Pune",Multicuisine,₹1200 for two,4.9
Element Bar & Kitchen,pune,"Viman Nagar, Pune",Multicuisine,₹1200 for two,5.0
Aharaa,pune,"Pimpri-Chinchwad, Pune",Multicuisine,₹1000 for two,4.0
Hotel Saudagar Restaurant,pune,"Pimple Saudagar, Pune",Chinese,₹1100 for two,3.7
Caffe & Te - All Day Cafe,pune,"Viman Nagar, Pune",Cafe,₹500 for two,5.0
Bardello - All Day Eatery And Bar,pune,"Kothrud, Pune","North Indian, Continental",₹1100 for two,4.0
Maharaja Bhog,pune,"Senapati Bapat Road, Pune","Gujarati, Rajasthani",₹800 for two,4.5
Mattina Cafe,pune,"Pimpri-Chinchwad, Pune",Multicuisine,₹600 for two,4.0
The Rolling Rooster Restaurant,pune,"Kharadi, Pune",Fast Food,₹400 for two,5.0
The Green Oasis,pune,"Pimpri-Chinchwad, Pune",Multicuisine,₹600 for two,4.2
Kerala Cafe,pune,"Baner, Pune","Seafood, Kerala",₹1500 for two,3.0
Ya Basa The Dhaba,pune,"Baner, Pune",Multicuisine,₹1200 for two,5.0
Anand Veg Treat,pune,"Kharadi, Pune","North Indian, South Indian",₹800 for two,5.0
Poolside Shisha Lounge,pune,Mount Machi Resort,Cocktail Menu,₹1400 for two,4.1
The Tang,pune,"Hadapsar, Pune","Continental, Asian",₹600 for two,4.0
Atithi Veg,pune,"Sinhgad Road, Pune",Multicuisine,₹1000 for two,5.0
Bean Social,pune,"Viman Nagar, Pune",Cafe,₹300 for two,4.5
Laa Unico,pune,"Swargate, Pune",Multicuisine,₹1200 for two,4.4
Ya Basa - Kitchen & Bar,pune,"Kharadi, Pune",Seafood,₹1200 for two,4.2
Spring Onion,pune,"Dhanori, Pune",Asian,₹800 for two,4.0
Elix'r Lounge Bar & Kitchen,pune,"Kharadi, Pune","Cocktail Menu, Finger Food",₹1200 for two,4.0
Tatva,pune,"Baner, Pune",Multicuisine,₹950 for two,3.1
Cafe Durga,pune,"Ganeshnagar, Pune",Fast Food,₹300 for two,4.0
Olio - The Wood Fired Pizzeria,pune,"Aundh, Pune",Italian,₹500 for two,4.0
Cafe Bon Appetit,pune,"Erandwane, Pune",Fast Food,₹600 for two,4.0
Daily Dose,pune,"Kondhwa, Pune","Cafe, Fast Food",₹400 for two,4.0
The Crema Bistro Cafe,pune,"Erandwane, Pune",Cafe,₹500 for two,4.0
99 Pancakes,pune,"Kothrud, Pune",Desserts,₹350 for two,4.0
The Pizza Box,pune,"Senapati Bapat Road, Pune","Fast Food, Pizza",₹400 for two,4.0
Bites & Blends Stop,pune,"Undri, Pune",Indian,₹500 for two,4.0
Pappe Di Chaap,pune,"Kharadi, Pune",Indian,₹600 for two,4.0
Seven Heart Family Restaurant & Cafe,pune,"Undri, Pune","Chinese, Indian, Continental",₹1000 for two,4.0
Kwality Resto Bar,pune,"Satara Road, Pune",Multicuisine,₹1500 for two,4.0
V3 Signet,pune,"Hinjawadi, Pune",Multicuisine,₹800 for two,2.5
Jimmy's Place,pune,"Pashan, Pune",Multicuisine,₹1100 for two,4.0
PierONE,pune,"The Monarch Chakan, Pune",Multicuisine,₹1000 for two,1.0
Kiara Lounge,pune,"Wakad, Pune","Cocktail Menu, Multicuisine",₹1400 for two,1.0
Sahib E Swad,pune,"Kalyani Nagar, Pune",Multicuisine,₹1000 for two,4.0
Opus Club & Lounge,pune,"Pashan, Pune","North Indian, Chinese",₹1900 for two,5.0
ScoopTown - The Ice Cream Cafe,pune,"Baner, Pune",Ice Cream,₹300 for two,4.5
Citron,pune,"Essentia Premier Hotel, Pune",Multicuisine,₹1500 for two,4.0
Brotherhood lounge,pune,"Ravet, Pune",Multicuisine,₹1200 for two,4.0
Tetto Manhattan,pune,"Pimple Nilakh, Pune",Multicuisine,₹1200 for two,4.0
Wow! Chicken,pune,"Elpro City Square Mall, Pune",Fast Food,₹300 for two,5.0
Poult,pune,"Phoenix Mall of the Millennium, Wakad",American,₹1500 for two,5.0
Oleole |The Luxurious Club,pune,"Baner, Pune","Multicuisine, Cocktail Menu",₹1500 for two,5.0
Swig,pune,"Koregaon Park, Pune",Multicuisine,₹2000 for two,3.0
The Urban Foundry,pune,"Balewadi, Pune","Indian, Asian",₹1800 for two,4.6
The Global Village,pune,"Mundhwa, Pune","Chinese, North Indian",₹1000 for two,4.5
BOK The German - Korean Brunch Cafe,pune,"Viman Nagar, Pune","Korean, Italian",₹1000 for two,4.0
The Hungry Nation,pune,"Kharadi, Pune",Indian,₹500 for two,4.0
The Backyard Cafe,pune,"Viman Nagar, Pune",Multicuisine,₹1000 for two,4.0
Leo's Den Cafe & Eatery,pune,"Kharadi, Pune",Multicuisine,₹500 for two,4.0
Food Quarter,pune,"Kondhwa, Pune",Italian,₹600 for two,4.0
The Gold Haven,pune,"Kharadi, Pune","Beverages, Chinese, Salad",₹700 for two,4.0
Food Adda,pune,"Bibwewadi , Pune",Multicuisine,₹400 for two,4.0
